stage,component,recipient,eur,status
3 imports,Imported inputs (C17),SE,0.0011894189178478646,illustrative
3 imports,Imported inputs (C17),SI,0.00016731886917737543,illustrative
3 imports,Imported inputs (C17),SK,4.60733118024657e-05,illustrative
3 imports,Imported inputs (C17),TR,0.0031463222138789085,illustrative
3 imports,Imported inputs (C17),UK,0.0018162584494761482,illustrative
3 imports,Imported inputs (C17),US,0.000914797730393694,illustrative
3 imports,Imported inputs (C17),ROW_FIGARO,0.009688732489829037,illustrative
3 imports,Imported inputs (C17),ZA,1.2730783524365524e-05,illustrative
3 imports,Imported inputs (C18),AL,2.243797042519797e-09,illustrative
3 imports,Imported inputs (C18),AR,1.7950376340158376e-08,illustrative
3 imports,Imported inputs (C18),AT,3.5451993271812797e-07,illustrative
3 imports,Imported inputs (C18),AU,4.4875940850395944e-08,illustrative
3 imports,Imported inputs (C18),BE,2.0642932791182136e-07,illustrative
3 imports,Imported inputs (C18),BG,8.975188170079189e-08,illustrative
3 imports,Imported inputs (C18),BR,6.955770831811372e-08,illustrative
3 imports,Imported inputs (C18),CA,8.862998317953199e-07,illustrative
3 imports,Imported inputs (C18),CH,1.2565263438110865e-07,illustrative
3 imports,Imported inputs (C18),CN,8.997626140504388e-07,illustrative
3 imports,Imported inputs (C18),CZ,1.2116504029606906e-07,illustrative
3 imports,Imported inputs (C18),DE,5.183171168220732e-07,illustrative
3 imports,Imported inputs (C18),DK,3.5451993271812797e-07,illustrative
3 imports,Imported inputs (C18),EE,1.2565263438110865e-07,illustrative
3 imports,Imported inputs (C18),EL,1.505587815530784e-06,illustrative
3 imports,Imported inputs (C18),ES,3.4778854159056854e-07,illustrative
3 imports,Imported inputs (C18),FI,5.385112902047514e-08,illustrative
3 imports,Imported inputs (C18),FR,6.282631719055434e-08,illustrative
3 imports,Imported inputs (C18),HR,3.141315859527716e-08,illustrative
3 imports,Imported inputs (C18),HU,3.7471410610080615e-07,illustrative
3 imports,Imported inputs (C18),ID,5.8338723105514734e-08,illustrative
3 imports,Imported inputs (C18),IE,1.9969793678426193e-07,illustrative
3 imports,Imported inputs (C18),IN,6.978208802236569e-07,illustrative
3 imports,Imported inputs (C18),IT,6.21531780777984e-07,illustrative
3 imports,Imported inputs (C18),JP,4.711973789291574e-07,illustrative
3 imports,Imported inputs (C18),KR,4.218338439937219e-07,illustrative
3 imports,Imported inputs (C18),LT,6.282631719055432e-08,illustrative
3 imports,Imported inputs (C18),LU,1.1218985212598987e-07,illustrative
3 imports,Imported inputs (C18),LV,3.7830418136883777e-06,illustrative
3 imports,Imported inputs (C18),ME,8.975188170079188e-09,illustrative
3 imports,Imported inputs (C18),MK,2.243797042519797e-09,illustrative
3 imports,Imported inputs (C18),MT,4.958791463968752e-07,illustrative
3 imports,Imported inputs (C18),MX,2.1764831312442034e-07,illustrative
3 imports,Imported inputs (C18),NL,1.6289966528693727e-06,illustrative
3 imports,Imported inputs (C18),NO,5.8338723105514734e-08,illustrative
3 imports,Imported inputs (C18),PL,7.382092269890133e-07,illustrative
3 imports,Imported inputs (C18),PT,1.7950376340158376e-08,illustrative
3 imports,Imported inputs (C18),RS,4.038834676535635e-08,illustrative
3 imports,Imported inputs (C18),RU,2.005954556012699e-06,illustrative
3 imports,Imported inputs (C18),SA,9.648327282835129e-08,illustrative
3 imports,Imported inputs (C18),SE,8.75080846582721e-08,illustrative
3 imports,Imported inputs (C18),SI,1.2340883733858886e-07,illustrative
3 imports,Imported inputs (C18),SK,2.7374323918741526e-07,illustrative
3 imports,Imported inputs (C18),TR,9.154691933480774e-07,illustrative
3 imports,Imported inputs (C18),UK,1.7524054902079616e-06,illustrative
3 imports,Imported inputs (C18),US,3.3836459401198546e-06,illustrative
3 imports,Imported inputs (C18),ROW_FIGARO,7.943041530520083e-06,illustrative
3 imports,Imported inputs (C18),ZA,1.570657929763858e-08,illustrative
3 imports,Imported inputs (C19),AL,5.725793229356376e-08,illustrative
3 imports,Imported inputs (C19),AR,1.1451586458712752e-07,illustrative
3 imports,Imported inputs (C19),AT,1.7120121755775562e-05,illustrative
3 imports,Imported inputs (C19),AU,3.3782180053202616e-06,illustrative
3 imports,Imported inputs (C19),BE,0.00024351798604452666,illustrative
3 imports,Imported inputs (C19),BG,6.945387187209283e-05,illustrative
3 imports,Imported inputs (C19),BR,0.0003596943306681675,illustrative
3 imports,Imported inputs (C19),CA,8.24514225027318e-06,illustrative
3 imports,Imported inputs (C19),CH,7.443531198163289e-07,illustrative
3 imports,Imported inputs (C19),CN,0.0002963097996191924,illustrative
3 imports,Imported inputs (C19),CZ,6.298372552292014e-07,illustrative
3 imports,Imported inputs (C19),DE,0.00039101441963274687,illustrative
3 imports,Imported inputs (C19),DK,4.981440109540046e-06,illustrative
3 imports,Imported inputs (C19),EE,4.008055260549463e-07,illustrative
3 imports,Imported inputs (C19),EL,0.010282150449549006,illustrative
3 imports,Imported inputs (C19),ES,0.0010970619827446815,illustrative
3 imports,Imported inputs (C19),FI,1.620399483907854e-05,illustrative
3 imports,Imported inputs (C19),FR,0.0001366174264524431,illustrative
3 imports,Imported inputs (C19),HR,6.985467739814777e-06,illustrative
3 imports,Imported inputs (C19),HU,3.927894155338473e-05,illustrative
3 imports,Imported inputs (C19),ID,6.298372552292014e-07,illustrative
3 imports,Imported inputs (C19),IE,2.2158819797609175e-05,illustrative
3 imports,Imported inputs (C19),IN,0.00020338017550673845,illustrative
3 imports,Imported inputs (C19),IT,0.005150408267738353,illustrative
3 imports,Imported inputs (C19),JP,8.187884317979617e-06,illustrative
3 imports,Imported inputs (C19),KR,9.962880219080092e-06,illustrative
3 imports,Imported inputs (C19),LT,4.592086169943813e-05,illustrative
3 imports,Imported inputs (C19),LV,4.695150448072228e-06,illustrative
3 imports,Imported inputs (C19),MK,5.725793229356376e-08,illustrative
3 imports,Imported inputs (C19),MX,1.4887062396326577e-06,illustrative
3 imports,Imported inputs (C19),NL,0.0004542844348171348,illustrative
3 imports,Imported inputs (C19),NO,2.061285562568295e-06,illustrative
3 imports,Imported inputs (C19),PL,0.0001369609740462045,illustrative
3 imports,Imported inputs (C19),PT,9.504816760731584e-06,illustrative
3 imports,Imported inputs (C19),RO,0.0001557415758384934,illustrative
3 imports,Imported inputs (C19),RS,5.954824958530631e-06,illustrative
3 imports,Imported inputs (C19),RU,0.0009689759882039794,illustrative
3 imports,Imported inputs (C19),SA,1.9467696979811676e-05,illustrative
3 imports,Imported inputs (C19),SE,1.2024165781648389e-05,illustrative
3 imports,Imported inputs (C19),SK,5.49676150018212e-06,illustrative
3 imports,Imported inputs (C19),TR,0.006885037326571867,illustrative
3 imports,Imported inputs (C19),UK,0.00020721645697040724,illustrative
3 imports,Imported inputs (C19),US,7.735546652860464e-05,illustrative
3 imports,Imported inputs (C19),ROW_FIGARO,0.012084057578827457,illustrative
3 imports,Imported inputs (C19),ZA,1.1680618187887006e-05,illustrative
3 imports,Imported inputs (C20),AR,2.3607855509941484e-06,illustrative
3 imports,Imported inputs (C20),AT,0.0001930597961701881,illustrative
3 imports,Imported inputs (C20),AU,1.626318935129302e-05,illustrative
3 imports,Imported inputs (C20),BE,0.0017469813077356697,illustrative
3 imports,Imported inputs (C20),BG,0.0002731953501511562,illustrative
3 imports,Imported inputs (C20),BR,4.6953401514216944e-05,illustrative
3 imports,Imported inputs (C20),CA,0.00014230290682381392,illustrative
3 imports,Imported inputs (C20),CH,0.0002637522079471796,illustrative
3 imports,Imported inputs (C20),CN,0.000686070512069466,illustrative
3 imports,Imported inputs (C20),CZ,0.000223094234568947,illustrative
3 imports,Imported inputs (C20),DE,0.001466047827167366,illustrative
3 imports,Imported inputs (C20),DK,0.000334706929229837,illustrative
3 imports,Imported inputs (C20),EE,1.4689332317296922e-05,illustrative
3 imports,Imported inputs (C20),EL,0.004188820495980616,illustrative
3 imports,Imported inputs (C20),ES,0.002739691631928709,illustrative
3 imports,Imported inputs (C20),FI,0.00032106683493520415,illustrative
3 imports,Imported inputs (C20),FR,0.0008868684386568017,illustrative
3 imports,Imported inputs (C20),HR,3.8034878321572385e-06,illustrative
3 imports,Imported inputs (C20),HU,0.00013522055017083152,illustrative
3 imports,Imported inputs (C20),ID,6.295428135984395e-06,illustrative
3 imports,Imported inputs (C20),IE,0.0005606865683611103,illustrative
3 imports,Imported inputs (C20),IN,0.0006759715961013244,illustrative
3 imports,Imported inputs (C20),IT,0.0012615775675007062,illustrative
3 imports,Imported inputs (C20),JP,0.00020473256917232584,illustrative
3 imports,Imported inputs (C20),KR,0.00010885844485139683,illustrative
3 imports,Imported inputs (C20),LT,8.800483915094852e-05,illustrative
3 imports,Imported inputs (C20),LU,1.036122547380765e-05,illustrative
3 imports,Imported inputs (C20),LV,5.036342508787516e-05,illustrative
3 imports,Imported inputs (C20),ME,2.623095056660165e-07,illustrative
3 imports,Imported inputs (C20),MK,2.623095056660165e-07,illustrative
3 imports,Imported inputs (C20),MT,1.7050117868291071e-06,illustrative
3 imports,Imported inputs (C20),MX,1.849282014945416e-05,illustrative
3 imports,Imported inputs (C20),NL,0.0025429595026791965,illustrative
3 imports,Imported inputs (C20),NO,7.974208972246901e-05,illustrative
3 imports,Imported inputs (C20),PL,0.0003764141406307336,illustrative
3 imports,Imported inputs (C20),PT,4.4986080221721816e-05,illustrative
3 imports,Imported inputs (C20),RO,0.00010020223116441828,illustrative
3 imports,Imported inputs (C20),RS,6.04623410560168e-05,illustrative
3 imports,Imported inputs (C20),RU,0.002681983540682186,illustrative
3 imports,Imported inputs (C20),SA,0.00026480144596984363,illustrative
3 imports,Imported inputs (C20),SE,6.347890037117599e-05,illustrative
3 imports,Imported inputs (C20),SI,3.67233307932423e-05,illustrative
3 imports,Imported inputs (C20),SK,1.652549885695904e-05,illustrative
3 imports,Imported inputs (C20),TR,0.002379802990154934,illustrative
3 imports,Imported inputs (C20),UK,0.00073158121130252,illustrative
3 imports,Imported inputs (C20),US,0.00033064113189201376,illustrative
3 imports,Imported inputs (C20),ROW_FIGARO,0.004502936129015671,illustrative
3 imports,Imported inputs (C20),ZA,1.416471330596489e-05,illustrative
3 imports,Imported inputs (C21),AL,4.178550461112149e-09,illustrative
3 imports,Imported inputs (C21),AR,1.2535651383336445e-08,illustrative
3 imports,Imported inputs (C21),AT,1.2535651383336445e-06,illustrative
3 imports,Imported inputs (C21),AU,2.2982027536116817e-07,illustrative
3 imports,Imported inputs (C21),BE,6.213504535673765e-06,illustrative
3 imports,Imported inputs (C21),BG,8.39888642683542e-07,illustrative
3 imports,Imported inputs (C21),BR,2.1310607351671953e-07,illustrative
3 imports,Imported inputs (C21),CA,1.9639187167227093e-06,illustrative
3 imports,Imported inputs (C21),CH,6.169629755832087e-05,illustrative
3 imports,Imported inputs (C21),CN,1.0375340794941464e-05,illustrative
3 imports,Imported inputs (C21),CZ,3.3846258735008405e-07,illustrative
3 imports,Imported inputs (C21),DE,3.7974666590587205e-05,illustrative
3 imports,Imported inputs (C21),DK,2.423559267445046e-06,illustrative
3 imports,Imported inputs (C21),EE,3.342840368889719e-08,illustrative
3 imports,Imported inputs (C21),EL,3.5592892827753286e-05,illustrative
3 imports,Imported inputs (C21),ES,4.918153892728999e-06,illustrative
3 imports,Imported inputs (C21),FI,2.757843304334018e-07,illustrative
3 imports,Imported inputs (C21),FR,4.433442039239989e-06,illustrative
3 imports,Imported inputs (C21),HR,8.357100922224297e-09,illustrative
3 imports,Imported inputs (C21),HU,2.260595799461672e-06,illustrative
3 imports,Imported inputs (C21),ID,8.774955968335514e-08,illustrative
3 imports,Imported inputs (C21),IE,3.187816146782458e-05,illustrative
3 imports,Imported inputs (C21),IN,1.0458911804163706e-05,illustrative
3 imports,Imported inputs (C21),IT,8.837634225252193e-06,illustrative
3 imports,Imported inputs (C21),JP,2.3984879646783734e-06,illustrative
3 imports,Imported inputs (C21),KR,5.264973581001307e-07,illustrative
3 imports,Imported inputs (C21),LT,2.0057042213338312e-07,illustrative
3 imports,Imported inputs (C21),LU,8.357100922224297e-09,illustrative
3 imports,Imported inputs (C21),LV,7.730318353057475e-07,illustrative
3 imports,Imported inputs (C21),ME,4.178550461112149e-08,illustrative
3 imports,Imported inputs (C21),MK,5.014260553334578e-08,illustrative
3 imports,Imported inputs (C21),MT,2.465344772056168e-07,illustrative
3 imports,Imported inputs (C21),MX,1.8803477075004668e-07,illustrative
3 imports,Imported inputs (C21),NL,1.3555217695847809e-05,illustrative
3 imports,Imported inputs (C21),NO,2.25641724900056e-07,illustrative
3 imports,Imported inputs (C21),PL,2.8288786621729243e-06,illustrative
3 imports,Imported inputs (C21),PT,3.342840368889719e-07,illustrative
3 imports,Imported inputs (C21),RO,1.796776698278224e-07,illustrative
3 imports,Imported inputs (C21),RS,3.0503418366118683e-07,illustrative
3 imports,Imported inputs (C21),RU,1.0596803969380409e-05,illustrative
3 imports,Imported inputs (C21),SA,4.51283449800112e-07,illustrative
3 imports,Imported inputs (C21),SE,1.1048087419180522e-05,illustrative
3 imports,Imported inputs (C21),SI,1.320421945711439e-06,illustrative
3 imports,Imported inputs (C21),SK,5.014260553334578e-08,illustrative
3 imports,Imported inputs (C21),TR,8.123102096402016e-06,illustrative
3 imports,Imported inputs (C21),UK,2.0942894911094086e-05,illustrative
3 imports,Imported inputs (C21),US,4.032301194973223e-06,illustrative
3 imports,Imported inputs (C21),ROW_FIGARO,5.034317595547917e-05,illustrative
3 imports,Imported inputs (C21),ZA,1.2535651383336445e-08,illustrative
3 imports,Imported inputs (C22),AR,8.6329171386264e-07,illustrative
3 imports,Imported inputs (C22),AT,0.00012237160044002924,illustrative
3 imports,Imported inputs (C22),AU,1.0791146423283e-05,illustrative
3 imports,Imported inputs (C22),BE,0.00015204725310405748,illustrative
3 imports,Imported inputs (C22),BG,0.00014729914867781297,illustrative
3 imports,Imported inputs (C22),BR,2.093482406116902e-05,illustrative
3 imports,Imported inputs (C22),CA,5.6545607258002924e-05,illustrative
3 imports,Imported inputs (C22),CH,0.00018301784333887966,illustrative
3 imports,Imported inputs (C22),CN,0.0006586915776771944,illustrative
3 imports,Imported inputs (C22),CZ,0.00012528520997431565,illustrative
3 imports,Imported inputs (C22),DE,0.0008400907490525815,illustrative
3 imports,Imported inputs (C22),DK,2.751742337937165e-05,illustrative
3 imports,Imported inputs (C22),EE,1.4999693528363373e-05,illustrative
3 imports,Imported inputs (C22),EL,0.0014807611122028932,illustrative
3 imports,Imported inputs (C22),ES,0.0002445273779515928,illustrative
3 imports,Imported inputs (C22),FI,5.9890862649220656e-05,illustrative
3 imports,Imported inputs (C22),FR,0.0001701763790951729,illustrative
3 imports,Imported inputs (C22),HR,4.3164585693132e-06,illustrative
3 imports,Imported inputs (C22),HU,0.0001416877525377058,illustrative
3 imports,Imported inputs (C22),ID,6.895542564477838e-05,illustrative
3 imports,Imported inputs (C22),IE,9.334341656139796e-05,illustrative
3 imports,Imported inputs (C22),IN,0.0002925479795352022,illustrative
3 imports,Imported inputs (C22),IT,0.0012531758341358548,illustrative
3 imports,Imported inputs (C22),JP,0.00012032128261960545,illustrative
3 imports,Imported inputs (C22),KR,7.683296253377496e-05,illustrative
3 imports,Imported inputs (C22),LT,4.273293983620068e-05,illustrative
3 imports,Imported inputs (C22),LU,9.194056752637116e-05,illustrative
3 imports,Imported inputs (C22),LV,2.3308876274291282e-05,illustrative
3 imports,Imported inputs (C22),ME,3.2373439269849e-07,illustrative
3 imports,Imported inputs (C22),MK,8.95665153132489e-06,illustrative
3 imports,Imported inputs (C22),MT,1.1006969351748661e-05,illustrative
3 imports,Imported inputs (C22),MX,6.79842224666829e-06,illustrative
3 imports,Imported inputs (C22),NL,0.0003293457888385972,illustrative
3 imports,Imported inputs (C22),NO,2.838071509323429e-05,illustrative
3 imports,Imported inputs (C22),PL,0.00029233215660673644,illustrative
3 imports,Imported inputs (C22),PT,0.00011233583426637602,illustrative
3 imports,Imported inputs (C22),RO,0.00015701118045876764,illustrative
3 imports,Imported inputs (C22),RS,0.0002286643927093668,illustrative
3 imports,Imported inputs (C22),RU,0.0004096319182278227,illustrative
3 imports,Imported inputs (C22),SA,5.9675039720755e-05,illustrative
3 imports,Imported inputs (C22),SE,3.4207934161807106e-05,illustrative
3 imports,Imported inputs (C22),SI,3.248135073408183e-05,illustrative
3 imports,Imported inputs (C22),SK,6.517852439662933e-05,illustrative
3 imports,Imported inputs (C22),TR,0.0014262658227653141,illustrative
3 imports,Imported inputs (C22),UK,0.0008837948920668776,illustrative
3 imports,Imported inputs (C22),US,0.00017557195230681442,illustrative
3 imports,Imported inputs (C22),ROW_FIGARO,0.003603811259519591,illustrative
3 imports,Imported inputs (C22),ZA,2.3956345059688263e-05,illustrative
3 imports,Imported inputs (C23),AL,8.527850448415203e-07,illustrative
3 imports,Imported inputs (C23),AR,1.7557339158501886e-07,illustrative
3 imports,Imported inputs (C23),AT,1.6528980722075346e-05,illustrative
3 imports,Imported inputs (C23),AU,2.257372177521671e-06,illustrative
3 imports,Imported inputs (C23),BE,5.6735287395044664e-05,illustrative
3 imports,Imported inputs (C23),BG,4.928595920922316e-05,illustrative
3 imports,Imported inputs (C23),BR,6.019659140057789e-06,illustrative
3 imports,Imported inputs (C23),CA,1.1161451322190485e-05,illustrative
3 imports,Imported inputs (C23),CH,9.305389754006e-06,illustrative
3 imports,Imported inputs (C23),CN,0.0002533774859702658,illustrative
3 imports,Imported inputs (C23),CZ,3.742221432069259e-05,illustrative
3 imports,Imported inputs (C23),DE,8.761112240092442e-05,illustrative
3 imports,Imported inputs (C23),DK,3.5365497447839514e-06,illustrative
3 imports,Imported inputs (C23),EE,3.310812527031783e-06,illustrative
3 imports,Imported inputs (C23),EL,0.00022521049757741207,illustrative
3 imports,Imported inputs (C23),ES,0.00026428811816162057,illustrative
3 imports,Imported inputs (C23),FI,5.0665464428819724e-06,illustrative
3 imports,Imported inputs (C23),FR,2.6486500216254272e-05,illustrative
3 imports,Imported inputs (C23),HR,1.7055700896830402e-06,illustrative
3 imports,Imported inputs (C23),HU,2.0767824033199375e-05,illustrative
3 imports,Imported inputs (C23),ID,1.830979655100911e-06,illustrative
3 imports,Imported inputs (C23),IE,2.7213875695677926e-05,illustrative
3 imports,Imported inputs (C23),IN,4.833284651204733e-05,illustrative
3 imports,Imported inputs (C23),IT,0.00047921503137476716,illustrative
3 imports,Imported inputs (C23),JP,8.57801427458235e-06,illustrative
3 imports,Imported inputs (C23),KR,5.317365573717714e-06,illustrative
3 imports,Imported inputs (C23),LT,4.740481572795509e-06,illustrative
3 imports,Imported inputs (C23),LU,1.1412270453026224e-05,illustrative
3 imports,Imported inputs (C23),LV,8.201785578328739e-06,illustrative
3 imports,Imported inputs (C23),ME,1.2540956541787062e-07,illustrative
3 imports,Imported inputs (C23),MK,1.5049147850144473e-07,illustrative
3 imports,Imported inputs (C23),MT,1.3795052195965768e-06,illustrative
3 imports,Imported inputs (C23),MX,1.7055700896830402e-06,illustrative
3 imports,Imported inputs (C23),NL,2.004044855377572e-05,illustrative
3 imports,Imported inputs (C23),NO,9.606372711008887e-06,illustrative
3 imports,Imported inputs (C23),PL,3.416156561982796e-05,illustrative
3 imports,Imported inputs (C23),PT,2.5734042823747052e-05,illustrative
3 imports,Imported inputs (C23),RO,6.859903228357523e-05,illustrative
3 imports,Imported inputs (C23),RS,8.603096187665924e-06,illustrative
3 imports,Imported inputs (C23),RU,9.174963805971413e-05,illustrative
3 imports,Imported inputs (C23),SA,6.370805923227828e-06,illustrative
3 imports,Imported inputs (C23),SE,4.790645398962658e-06,illustrative
3 imports,Imported inputs (C23),SI,5.5431027914698805e-06,illustrative
3 imports,Imported inputs (C23),SK,1.0609649234351853e-05,illustrative
3 imports,Imported inputs (C23),TR,0.0004366761067850255,illustrative
3 imports,Imported inputs (C23),UK,0.00010017716085579503,illustrative
3 imports,Imported inputs (C23),US,4.725432424945365e-05,illustrative
3 imports,Imported inputs (C23),ROW_FIGARO,0.0005825023494529254,illustrative
3 imports,Imported inputs (C23),ZA,7.775393055907978e-07,illustrative
3 imports,Imported inputs (C24),AL,1.3794158443125092e-07,illustrative
3 imports,Imported inputs (C24),AR,2.7588316886250184e-07,illustrative
3 imports,Imported inputs (C24),AT,5.690090357789101e-05,illustrative
3 imports,Imported inputs (C24),AU,1.0000764871265692e-05,illustrative
3 imports,Imported inputs (C24),BE,8.807570165935372e-05,illustrative
3 imports,Imported inputs (C24),BG,0.000723572581134127,illustrative
3 imports,Imported inputs (C24),BR,3.965820552398465e-05,illustrative
3 imports,Imported inputs (C24),CA,2.1036091625765768e-05,illustrative
3 imports,Imported inputs (C24),CH,1.006973566348132e-05,illustrative
3 imports,Imported inputs (C24),CN,0.0006028047239645665,illustrative
3 imports,Imported inputs (C24),CZ,2.993332382158145e-05,illustrative
3 imports,Imported inputs (C24),DE,0.00027312433717387684,illustrative
3 imports,Imported inputs (C24),DK,8.414436650306307e-06,illustrative
3 imports,Imported inputs (C24),EE,4.276189117368779e-06,illustrative
3 imports,Imported inputs (C24),EL,0.004317433651113723,illustrative
3 imports,Imported inputs (C24),ES,0.0002716759505373487,illustrative
3 imports,Imported inputs (C24),FI,2.400183569103766e-05,illustrative
3 imports,Imported inputs (C24),FR,0.00013938997106777905,illustrative
3 imports,Imported inputs (C24),HR,6.897079221562547e-07,illustrative
3 imports,Imported inputs (C24),HU,3.952026393955339e-05,illustrative
3 imports,Imported inputs (C24),ID,4.827955455093783e-07,illustrative
3 imports,Imported inputs (C24),IE,2.7933170847328315e-05,illustrative
3 imports,Imported inputs (C24),IN,0.0003551995799104711,illustrative
3 imports,Imported inputs (C24),IT,0.002578335125396727,illustrative
3 imports,Imported inputs (C24),JP,3.627863670541899e-05,illustrative
3 imports,Imported inputs (C24),KR,2.1036091625765768e-05,illustrative
3 imports,Imported inputs (C24),LT,1.7242698053906368e-06,illustrative
3 imports,Imported inputs (C24),LU,4.214115404374716e-05,illustrative
3 imports,Imported inputs (C24),LV,8.276495065875056e-06,illustrative
3 imports,Imported inputs (C24),ME,1.3794158443125094e-06,illustrative
3 imports,Imported inputs (C24),MK,8.276495065875056e-06,illustrative
3 imports,Imported inputs (C24),MT,9.862823286834442e-06,illustrative
3 imports,Imported inputs (C24),MX,1.0966355962284449e-05,illustrative
3 imports,Imported inputs (C24),NL,9.455895612762251e-05,illustrative
3 imports,Imported inputs (C24),NO,3.889952680961276e-05,illustrative
3 imports,Imported inputs (C24),PL,0.0002229825712331171,illustrative
3 imports,Imported inputs (C24),PT,1.8966967859297005e-05,illustrative
3 imports,Imported inputs (C24),RO,4.027894265392527e-05,illustrative
3 imports,Imported inputs (C24),RS,2.7588316886250185e-05,illustrative
3 imports,Imported inputs (C24),RU,0.000375476992821865,illustrative
3 imports,Imported inputs (C24),SA,4.8900291680878455e-05,illustrative
3 imports,Imported inputs (C24),SE,1.6966814885043866e-05,illustrative
3 imports,Imported inputs (C24),SI,1.1311209923362577e-05,illustrative
3 imports,Imported inputs (C24),SK,2.6208901041937677e-05,illustrative
3 imports,Imported inputs (C24),TR,0.0013732774438053187,illustrative
3 imports,Imported inputs (C24),UK,0.0003060923758529458,illustrative
3 imports,Imported inputs (C24),US,0.00012421639678034146,illustrative
3 imports,Imported inputs (C24),ROW_FIGARO,0.002739175012843565,illustrative
3 imports,Imported inputs (C24),ZA,9.655910910187566e-07,illustrative
3 imports,Imported inputs (C25),AL,2.768381228628992e-07,illustrative
3 imports,Imported inputs (C25),AR,1.8455874857526612e-07,illustrative
3 imports,Imported inputs (C25),AT,9.892348923634266e-05,illustrative
3 imports,Imported inputs (C25),AU,7.428489630154462e-06,illustrative
3 imports,Imported inputs (C25),BE,4.581670933380982e-05,illustrative
3 imports,Imported inputs (C25),BG,5.186100834964978e-05,illustrative
3 imports,Imported inputs (C25),BR,1.0658267730221617e-05,illustrative
3 imports,Imported inputs (C25),CA,6.298067295130957e-05,illustrative
3 imports,Imported inputs (C25),CH,4.757001744527484e-05,illustrative
3 imports,Imported inputs (C25),CN,0.0009270385940935617,illustrative
3 imports,Imported inputs (C25),CZ,4.4155680596632424e-05,illustrative
3 imports,Imported inputs (C25),DE,0.0003175794666108892,illustrative
3 imports,Imported inputs (C25),DK,1.4026464891720224e-05,illustrative
3 imports,Imported inputs (C25),EE,9.597054925913838e-06,illustrative
3 imports,Imported inputs (C25),EL,0.0006579519386708237,illustrative
3 imports,Imported inputs (C25),ES,0.00011724094503243781,illustrative
3 imports,Imported inputs (C25),FI,1.1904039283104665e-05,illustrative
3 imports,Imported inputs (C25),FR,5.956633610266714e-05,illustrative
3 imports,Imported inputs (C25),HR,8.858819931612774e-06,illustrative
3 imports,Imported inputs (C25),HU,3.8019102206504825e-05,illustrative
3 imports,Imported inputs (C25),ID,1.2088598031679931e-05,illustrative
3 imports,Imported inputs (C25),IE,4.0233807189408026e-05,illustrative
3 imports,Imported inputs (C25),IN,8.083673187596657e-05,illustrative
3 imports,Imported inputs (C25),IT,0.0006901113006100638,illustrative
3 imports,Imported inputs (C25),JP,1.3888045830288776e-05,illustrative
3 imports,Imported inputs (C25),KR,1.808675736037608e-05,illustrative
3 imports,Imported inputs (C25),LT,2.0301462343279273e-05,illustrative
3 imports,Imported inputs (C25),LU,8.90495961875659e-06,illustrative
3 imports,Imported inputs (C25),LV,1.707168424321212e-05,illustrative
3 imports,Imported inputs (C25),ME,2.3069843571908267e-07,illustrative
3 imports,Imported inputs (C25),MK,5.99815932869615e-07,illustrative
3 imports,Imported inputs (C25),MT,5.99815932869615e-07,illustrative
3 imports,Imported inputs (C25),MX,4.567829027237837e-06,illustrative
3 imports,Imported inputs (C25),NL,0.00011871741502103994,illustrative
3 imports,Imported inputs (C25),NO,8.71117293275256e-05,illustrative
3 imports,Imported inputs (C25),PL,0.00018645047574816263,illustrative
3 imports,Imported inputs (C25),PT,4.143343905514725e-05,illustrative
3 imports,Imported inputs (C25),RO,9.172569804190727e-05,illustrative
3 imports,Imported inputs (C25),RS,1.974778609755348e-05,illustrative
3 imports,Imported inputs (C25),RU,0.0002794219453429529,illustrative
3 imports,Imported inputs (C25),SA,7.659188065873546e-06,illustrative
3 imports,Imported inputs (C25),SE,2.6761018543413587e-05,illustrative
3 imports,Imported inputs (C25),SI,2.4869291370517112e-05,illustrative
3 imports,Imported inputs (C25),SK,1.6379588936054872e-05,illustrative
3 imports,Imported inputs (C25),TR,0.0006558756527493521,illustrative
3 imports,Imported inputs (C25),UK,0.0003431869929757074,illustrative
3 imports,Imported inputs (C25),US,0.000135050864269951,illustrative
3 imports,Imported inputs (C25),ROW_FIGARO,0.0014795152079536207,illustrative
3 imports,Imported inputs (C25),ZA,2.4454034186222764e-06,illustrative
3 imports,Imported inputs (C26),AR,7.215567054474789e-07,illustrative
3 imports,Imported inputs (C26),AT,0.0012179877187953442,illustrative
3 imports,Imported inputs (C26),AU,0.00011184128934435921,illustrative
3 imports,Imported inputs (C26),BE,0.00029150890900078144,illustrative
3 imports,Imported inputs (C26),BG,0.0008961734281657687,illustrative
3 imports,Imported inputs (C26),BR,6.926944372295796e-05,illustrative
3 imports,Imported inputs (C26),CA,0.0005808531478852204,illustrative
3 imports,Imported inputs (C26),CH,0.0018854276713342621,illustrative
3 imports,Imported inputs (C26),CN,0.004524882099861139,illustrative
3 imports,Imported inputs (C26),CZ,0.000694859107345922,illustrative
3 imports,Imported inputs (C26),DE,0.006074064346456875,illustrative
3 imports,Imported inputs (C26),DK,0.000289344238884439,illustrative
3 imports,Imported inputs (C26),EE,0.0004877723328824957,illustrative
3 imports,Imported inputs (C26),EL,0.00229238565320664,illustrative
3 imports,Imported inputs (C26),ES,0.00016956582578015752,illustrative
3 imports,Imported inputs (C26),FI,0.0018493498360618883,illustrative
3 imports,Imported inputs (C26),FR,0.0014113649158552686,illustrative
